"Name","FP","Pos","Team","Salary","Avg","Game","Time","Rnk","Drop","Ceiling","Floor","Risk","index"
"Geno Smith",1.9161,"QB","NYJ",5000,0,"NYJ@KC","04:25PM",39,"0.5062",3.8484,0.208,"7.3169","2539335"
"Tavon Austin",12.1154,"WR","LA",4100,8.05,"LA@TB","04:05PM",36,"0.1191",14.5831,9.8322,"7.1346","2539336"
"Brandon Williams",0.2814,"TE","SEA",2500,0,"SF@Sea","04:05PM",98,"0.0206",0.3608,0.17,"3.2874","2539645"
"Mike Gillislee",3.7413,"RB","BUF",3300,4.7,"Ari@Buf","01:00PM",75,"0.2309",5.5505,1.62,"4.521","2539663"
"Ryan Nassib",0.2904,"QB","NYG",5000,0,"Was@NYG","01:00PM",52,"0.0335",0.4858,0.024,"4.0047","2539961"
"Marquise Goodwin",5.2266,"WR","BUF",3000,11.1,"Ari@Buf","01:00PM",95,"0.3423",7.3736,2.44,"7.5439","2539964"
"Mychal Rivera",1.8848,"TE","OAK",2500,0,"Oak@Ten","01:00PM",59,"0.0657",2.2938,0.74,"5.1272","2539995"
"Chris Thompson",7.8489,"RB","WAS",3400,10.35,"Was@NYG","01:00PM",43,"0.1987",9.6839,5.45,"4.6484","2540011"
"Theo Riddick",12.2044,"RB","DET",4900,19.15,"Det@GB","01:00PM",21,"0.4871",13.7691,8.3164,"3.5012","2540020"
"Fozzy Whittaker",5.7229,"RB","CAR",3800,10.4,"Min@Car","01:00PM",57,"0.0546",8.7948,1.87,"5.8594","2540037"
"Cordarrelle Patterson",1.5975,"WR","MIN",3000,1.1,"Min@Car","01:00PM",131,"0.0686",2.4526,0.8858,"8.3418","2540145"
"Tyler Eifert",1.9651,"TE","CIN",4500,0,"Den@Cin","01:00PM",58,"0.1042",3.1407,0,"8.5022","2540148"
"Justin Hunter",1.2946,"WR","MIA",3000,0,"Cle@Mia","01:00PM",137,"0.0864",2.1065,0,"5.2426","2540151"
"Giovani Bernard",11.3236,"RB","CIN",4300,16.85,"Den@Cin","01:00PM",23,"0.065",12.1741,9.2233,"3.7561","2540156"
"Zach Ertz",5.2607,"TE","PHI",3900,11.8,"Pit@Phi","04:25PM",36,"0.182",8.6355,0,"13.3296","2540158"
"Jordan Reed",15.0975,"TE","WAS",6500,12.7,"Was@NYG","01:00PM",1,"2.0738",16.8624,11.44,"5.0359","2540160"
"DeAndre Hopkins",18.8291,"WR","HOU",8600,21.85,"Hou@NE","08:25PM",4,"1.7179",19.969,13.8077,"5.0959","2540165"
"Eddie Lacy",13.9772,"RB","GB",6100,6.9,"Det@GB","01:00PM",10,"0.11",14.9879,12.85,"4.0748","2540168"
"Robert Woods",7.983,"WR","BUF",3200,4,"Ari@Buf","01:00PM",66,"0.0589",9.1471,6.4149,"5.2043","2540169"
"Tyler Bray",0,"QB","KC",5000,0,"NYJ@KC","04:25PM",75,"0",0,0,"3.7212","2540173"
"Knile Davis",0.5862,"RB","KC",3000,0,"NYJ@KC","04:25PM",113,"0.0595",1.1075,-0.0305,"7.8352","2540178"
"Dion Sims",3.4431,"TE","MIA",2500,1.55,"Cle@Mia","01:00PM",49,"0.1491",4.049,2.6096,"5.6742","2540200"
"Kenny Stills",9.103,"WR","MIA",3600,7.25,"Cle@Mia","01:00PM",57,"0.3285",9.7494,6.6849,"5.7141","2540202"
"Levine Toilolo",2.2746,"TE","ATL",2500,2.05,"Atl@NO","08:30PM",55,"0.1521",3.9717,0.9,"8.9336","2540203"
"Spencer Ware",12.2193,"RB","KC",5700,23.7,"NYJ@KC","04:25PM",20,"0.0616",14.6879,4.3138,"4.9671","2540204"
"Gavin Escobar",1.0649,"TE","DAL",2500,0,"Chi@Dal","08:30PM",71,"0.0687",1.4988,0.36,"3.8466","2540211"
"Vance McDonald",6.3454,"TE","SF",2900,11.95,"SF@Sea","04:05PM",29,"0.2335",7.2219,4.81,"5.3508","2540215"
"Kyle Juszczyk",3.3011,"RB","BAL",3000,3.05,"Bal@Jax","01:00PM",78,"0.0956",3.8279,2.37,"4.9671","2540230"
"Jack Doyle",7.3299,"TE","IND",2500,13.1,"SD@Ind","04:25PM",24,"0.5678",8.876,4.21,"6.4618","2540232"
"Travis Kelce",12.3307,"TE","KC",4700,10.9,"NYJ@KC","04:25PM",4,"0.8616",12.6333,11.2686,"4.3376","2540258"
"MarQueis Gray",0.1589,"TE","MIA",2500,0,"Cle@Mia","01:00PM",101,"0.1129",0.2557,0,"3.3624","2540259"
"C.J. Anderson",14.34,"RB","DEN",7300,24.1,"Den@Cin","01:00PM",9,"0.3829",15.5793,11.45,"2.4814","2540269"
"Darren Fells",5.554,"TE","ARI",2500,3.55,"Ari@Buf","01:00PM",35,"0.3577",7.6183,3.5,"7.245","2540928"
"Charles Johnson",6.7115,"WR","MIN",3000,2.5,"Min@Car","01:00PM",79,"0.016",9.1793,4.1362,"6.3182","2541147"
"Latavius Murray",12.7608,"RB","OAK",5700,18.15,"Oak@Ten","01:00PM",17,"0.0882",12.8622,11.0741,"3.6924","2541161"
"Ryan Griffin",0,"QB","TB",5000,0,"LA@TB","04:05PM",75,"0",0,0,"3.7212","2541185"
"Ryan Griffin",0,"TE","HOU",2500,2.6,"Hou@NE","08:25PM",75,"0",0,0,"3.7212","2541185"
"Demetrius Harris",2.0003,"TE","KC",2500,2,"NYJ@KC","04:25PM",57,"0.0754",3.1628,0.57,"6.7532","2541187"
"Luke Willson",3.7063,"TE","SEA",2500,3.1,"SF@Sea","04:05PM",45,"0.091",4.4187,2.718,"6.0036","2541199"
"Brice Butler",2.7459,"WR","DAL",3000,1.3,"Chi@Dal","08:30PM",114,"0.1773",3.9941,1.12,"5.4227","2541388"
"Benny Cunningham",5.1632,"RB","LA",3400,1.85,"LA@TB","04:05PM",65,"0.2346",5.383,4.4527,"5.9869","2541544"
"Adam Thielen",4.4063,"WR","MIN",3200,8.75,"Min@Car","01:00PM",99,"0.3101",5.6963,2.54,"5.9116","2541785"
"Josh Hill",2.7898,"TE","NO",2500,0,"Atl@NO","08:30PM",54,"0.5302",5.02,0.76,"9.4239","2541834"
"Rashad Ross",0.4222,"WR","WAS",3000,0,"Was@NYG","01:00PM",164,"0.0565",0.9143,0,"4.2222","2541940"
"Russell Shepard",0.3622,"WR","TB",3000,2.25,"LA@TB","04:05PM",166,"0.0628",0.4864,0.25,"3.5628","2541944"
"Jaron Brown",2.4962,"WR","ARI",3300,9.3,"Ari@Buf","01:00PM",120,"0.0086",2.6483,2.0049,"5.5317","2541966"
"Matt McGloin",0.6204,"QB","OAK",5000,0,"Oak@Ten","01:00PM",45,"0.0175",1.2396,0.036,"4.7894","2542065"
"Sammy Watkins",13.0669,"WR","BUF",6100,6.15,"Ari@Buf","01:00PM",31,"0.1212",14.4418,10.3911,"7.1357","2543457"
"Eric Ebron",8.2583,"TE","DET",3700,12.45,"Det@GB","01:00PM",21,"0.5199",9.7284,5.73,"5.6243","2543466"
"Mike Evans",15.7821,"WR","TB",7000,19.95,"LA@TB","04:05PM",14,"0.4065",17.3126,14.2973,"4.3822","2543468"
"Kelvin Benjamin",14.3811,"WR","CAR",7200,26.95,"Min@Car","01:00PM",21,"0.2451",15.8407,10.1451,"5.9985","2543471"
"Marqise Lee",5.4051,"WR","JAX",3000,8.35,"Bal@Jax","01:00PM",92,"0.0946",5.7174,3.6101,"5.9818","2543475"
"Blake Bortles",18.0888,"QB","JAX",6500,21.78,"Bal@Jax","01:00PM",11,"0.2275",19.9021,13.2,"6.6576","2543477"
"Jace Amaro",1.2253,"TE","TEN",2500,0,"Oak@Ten","01:00PM",68,"0.0592",1.9676,0,"6.4179","2543481"
"Jarvis Landry",16.4758,"WR","MIA",6600,19.2,"Cle@Mia","01:00PM",8,"0.1994",18.2359,13.4246,"4.9478","2543488"
"Paul Richardson",3.8926,"WR","SEA",3000,4.3,"SF@Sea","04:05PM",102,"0.1005",6.1683,1.94,"6.0641","2543491"
"Davante Adams",8.3494,"WR","GB",4100,9.3,"Det@GB","01:00PM",62,"0.0436",9.4479,4.5638,"5.6319","2543495"
"Odell Beckham Jr.",18.8642,"WR","NYG",9100,13.95,"Was@NYG","01:00PM",3,"0.8285",19.9375,17.6927,"3.4327","2543496"
"AJ McCarron",1.5133,"QB","CIN",5000,0,"Den@Cin","01:00PM",40,"0.2254",3.3234,0.092,"6.0619","2543497"
"Brandin Cooks",16.9802,"WR","NO",7900,25.1,"Atl@NO","08:30PM",6,"0.4553",18.3597,15.5,"4.3931","2543498"
"Derek Carr",17.6089,"QB","OAK",6900,25.16,"Oak@Ten","01:00PM",15,"0.3809",19.7182,12.98,"6.6205","2543499"
"Jordan Matthews",15.9053,"WR","PHI",7100,20.25,"Pit@Phi","04:25PM",13,"0.3198",17.0545,14.4,"3.8443","2543500"
"Allen Robinson",16.2024,"WR","JAX",7500,10.8,"Bal@Jax","01:00PM",11,"0.1775",17.3294,12.4865,"5.0616","2543509"
"Ka'Deem Carey",4.678,"RB","CHI",3100,1,"Chi@Dal","08:30PM",68,"0.1917",5.8221,2.8485,"null","2543551"
"Andre Williams",1.8913,"RB","SD",3000,0,"SD@Ind","04:25PM",91,"0.088",2.5619,0.45,"9.7473","2543565"
"Devonta Freeman",16.1388,"RB","ATL",5800,8.65,"Atl@NO","08:30PM",4,"0.0943",17.5736,14.5554,"3.9474","2543583"
"Cody Latimer",2.5065,"WR","DEN",3000,1.6,"Den@Cin","01:00PM",118,"0.0055",3.0794,1.66,"5.0542","2543590"
"Alfred Blue",3.001,"RB","HOU",3400,0.75,"Hou@NE","08:25PM",81,"0.1432",3.7555,1.88,"4.9034","2543600"
"Jeremy Hill",9.1983,"RB","CIN",3700,9,"Den@Cin","01:00PM",38,"0.2752",9.6446,6.94,"4.1386","2543603"
"Zach Mettenberger",0.0452,"QB","PIT",5000,0,"Pit@Phi","04:25PM",68,"0.0185",0.0846,0,"3.8058","2543605"
"Donte Moncrief",8.33,"WR","IND",6700,10.15,"SD@Ind","04:25PM",63,"0.1715",13.6859,0,"17.3591","2543614"
"Walt Powell",0,"WR","BUF",3000,0,"Ari@Buf","01:00PM",182,"0",0,0,"3.3024","2543619"
"Troy Niklas",0.6749,"TE","ARI",2500,0,"Ari@Buf","01:00PM",81,"0.057",0.7671,0.41,"4.3553","2543628"
"De'Anthony Thomas",0.6002,"WR","KC",3000,0,"NYJ@KC","04:25PM",155,"0.0011",0.6838,0.48,"3.6246","2543638"
"Tom Savage",0.4426,"QB","HOU",5000,0,"Hou@NE","08:25PM",50,"0.1225",0.8804,0.024,"4.3999","2543640"
"Terrance West",9.524,"RB","BAL",3500,6.25,"Bal@Jax","01:00PM",37,"0.4289",11.0159,6.94,"4.1386","2543664"
"Austin Seferian-Jenkins",5.132,"TE","TB",2900,6.7,"LA@TB","04:05PM",37,"0.3344",6.2533,3,"5.1155","2543683"
"Jay Prosch",0.2583,"RB","HOU",3000,0.1,"Hou@NE","08:25PM",125,"0.0163",0.4446,0.08,"null","2543695"
"Jerick McKinnon",9.6616,"RB","MIN",3800,1.5,"Min@Car","01:00PM",36,"0.3005",12.0268,4.8219,"4.2023","2543715"
"C.J. Fiedorowicz",2.2446,"TE","HOU",2500,1.35,"Hou@NE","08:25PM",56,"0.2619",3.1203,1.38,"5.9942","2543721"
"Carlos Hyde",9.6717,"RB","SF",4400,15.25,"SF@Sea","04:05PM",35,"0.0788",10.3987,8.14,"4.0748","2543743"
"Josh Huff",3.4236,"WR","PHI",3000,0.45,"Pit@Phi","04:25PM",106,"0.1745",3.9242,2.2805,"7.0975","2543746"
"Jeff Janis",0.5553,"WR","GB",3200,0,"Det@GB","01:00PM",159,"0.0208",0.859,0,"4.0416","2543750"
"Ryan Grant",2.5392,"WR","WAS",3000,0.75,"Was@NYG","01:00PM",116,"0.0259",4.6583,0.24,"6.9808","2543759"
"Charles Sims",13.7,"RB","TB",4900,9.45,"LA@TB","04:05PM",14,"0.1348",14.6608,9.89,"4.1386","2543770"
"James White",8.9921,"RB","NE",4200,7.15,"Hou@NE","08:25PM",39,"0.2765",9.7489,6.5722,"5.3495","2543773"
"Jared Abbrederis",1.8635,"WR","GB",3000,0.9,"Det@GB","01:00PM",127,"0.1294",2.7665,0.46,"7.905","2543774"
"Crockett Gillmore",4.5699,"TE","BAL",2500,2.35,"Bal@Jax","01:00PM",39,"0.3669",6.217,3.07,"6.4258","2543794"
"Jimmy Garoppolo",8.9215,"QB","NE",5600,18.67,"Hou@NE","08:25PM",33,"0.8494",14.892,0,"13.8474","2543801"
"Quincy Enunwa",9.258,"WR","NYJ",4800,16.8,"NYJ@KC","04:25PM",56,"0.2874",11.7649,4.63,"8.5535","2543828"
"John Brown",9.7806,"WR","ARI",4800,2.1,"Ari@Buf","01:00PM",50,"0.0771",11.0013,8.2579,"6.1247","2543847"
"James Wright",1.5606,"WR","CIN",3000,1.55,"Den@Cin","01:00PM",132,"0.0766",2.586,0.45,"4.3432","2550162"
"Isaiah Burse",1.9104,"WR","SD",3000,0,"SD@Ind","04:25PM",126,"0.0921",2.0717,0.7,"4.6631","2550182"
"Isaiah Crowell",11.1968,"RB","CLE",4700,20.3,"Cle@Mia","01:00PM",25,"0.0659",12.8689,8.05,"3.9474","2550189"
"Bennie Fowler",2.4941,"WR","DEN",3000,0,"Den@Cin","01:00PM",121,"0.1809",3.2193,1.39,"5.2579","2550198"
"Ryan Hewitt",0.3397,"TE","CIN",2500,0,"Den@Cin","01:00PM",95,"0.0372",0.5772,0,"3.8097","2550206"
"Roosevelt Nix",0.0786,"RB","PIT",3000,0,"Pit@Phi","04:25PM",134,"0.0515",0.1332,0,"null","2550235"
"Justin Perillo",0.677,"TE","GB",2500,0,"Det@GB","01:00PM",80,"0.0262",0.7074,0.645,"3.1063","2550243"
"Willie Snead",13.4683,"WR","NO",6500,25.8,"Atl@NO","08:30PM",29,"0.2561",15.5932,9.2359,"5.7813","2550256"
"Charcandrick West",6.0565,"RB","KC",3500,7.8,"NYJ@KC","04:25PM",54,"0.2506",8.5459,2.54,"4.4572","2550268"
"Albert Wilson",5.6327,"WR","KC",3000,3.1,"NYJ@KC","04:25PM",89,"0.1563",6.5168,4.54,"4.4016","2550272"
"Trey Burton",6.0985,"TE","PHI",2500,15.9,"Pit@Phi","04:25PM",31,"0.4105",7.7453,3.0293,"9.1923","2550284"
"Richard Rodgers",6.1253,"TE","GB",2700,3.85,"Det@GB","01:00PM",30,"0.2078",7.5214,4.05,"5.3225","2550313"
"Brandon Coleman",3.1142,"WR","NO",3000,1.75,"Atl@NO","08:30PM",109,"0.0838",5.1833,1.11,"7.4523","2550328"
"Allen Hurns",11.8285,"WR","JAX",5200,11.45,"Bal@Jax","01:00PM",39,"0.3879",12.3769,9.473,"4.6791","2550353"
"Erik Swoope",0.4697,"TE","IND",2500,0,"SD@Ind","04:25PM",89,"0.0543",0.5941,0.36,"3.4584","2550405"
"Antonio Andrews",1.8454,"RB","TEN",3000,0,"Oak@Ten","01:00PM",92,"0.0966",3.276,0,"4.6484","2550474"
"Orleans Darkwa",2.6191,"RB","NYG",3000,0.6,"Was@NYG","01:00PM",85,"0.1142",3.5531,0.499,"3.7561","2550481"
"Damien Williams",2.8312,"RB","MIA",3000,4.8,"Cle@Mia","01:00PM",83,"0.163",4.5017,0,"9.2374","2550512"
"Xavier Grimble",1.327,"TE","PIT",2500,5.3,"Pit@Phi","04:25PM",67,"0.1068",1.5654,0.65,"5.7686","2550521"
"George Atkinson III",0.3038,"RB","CLE",3000,0,"Cle@Mia","01:00PM",124,"0.0456",0.5665,0,"null","2550540"
"Kapri Bibbs",0.8437,"RB","DEN",3000,1.15,"Den@Cin","01:00PM",107,"0.0197",1.3412,0.24,"3.4375","2550542"
"Corey Brown",4.4536,"WR","CAR",3000,3.3,"Min@Car","01:00PM",98,"0.162",4.7943,3.67,"4.3053","2550546"
"Seth Roberts",6.6854,"WR","OAK",3500,7.7,"Oak@Ten","01:00PM",81,"0.264",7.0002,5.0212,"5.1059","2550597"
"Taylor Gabriel",0.6574,"WR","ATL",3000,3.9,"Atl@NO","08:30PM",153,"0.0498",1.5278,0,"3.9385","2550617"
"Cameron Brate",5.7365,"TE","TB",2500,5.3,"LA@TB","04:05PM",32,"0.1257",6.6993,4.23,"5.4209","2550656"
"Fitzgerald Toussaint",4.0011,"RB","PIT",3000,1.45,"Pit@Phi","04:25PM",73,"0.2309",4.819,2.6452,"4.9671","2550738"
"Jameis Winston",17.9062,"QB","TB",6000,18.08,"LA@TB","04:05PM",12,"0.1693",18.8268,16.7517,"5.9618","2552033"
"Bryce Petty",0.0061,"QB","NYJ",5000,0,"NYJ@KC","04:25PM",71,"0.002",0.0114,0,"3.7326","2552369"
"Ameer Abdullah",4.7217,"RB","DET",4600,13.4,"Det@GB","01:00PM",67,"0.0981",7.3889,0,"null","2552374"
"Cameron Artis-Payne",6.4317,"RB","CAR",3000,0,"Min@Car","01:00PM",53,"0.497",8.0708,2.7861,"5.2858","2552375"
"Jeremy Langford",12.7608,"RB","CHI",5200,11.85,"Chi@Dal","08:30PM",18,"0.3589",14.8925,9.96,"4.5847","2552379"
"Malcolm Brown",1.1466,"RB","LA",3000,1.15,"LA@TB","04:05PM",103,"0.2377",1.4779,0.66,"3.8199","2552382"
"Ben Koyack",0.3015,"TE","JAX",2500,0,"Bal@Jax","01:00PM",97,"0.0247",0.5226,0,"3.7384","2552396"
"Clive Walford",8.9829,"TE","OAK",2800,11.25,"Oak@Ten","01:00PM",15,"0.0327",10.1288,8.11,"5.1384","2552397"
"Jeff Heuerman",1.8371,"TE","DEN",2500,0,"Den@Cin","01:00PM",60,"0.0609",2.3463,1.22,"4.7591","2552399"
"MyCole Pruitt",1.5646,"TE","MIN",2500,0,"Min@Car","01:00PM",64,"0.0953",2.0759,0.57,"6.1548","2552401"
"DeVante Parker",13.5896,"WR","MIA",4900,21.6,"Cle@Mia","01:00PM",27,"0.0967",14.8065,11.45,"6.9826","2552409"
"Jamison Crowder",7.9495,"WR","WAS",3800,13.85,"Was@NYG","01:00PM",67,"0.0554",9.4075,5.27,"6.0039","2552415"
"Justin Hardy",5.4636,"WR","ATL",3000,4.4,"Atl@NO","08:30PM",91,"0.0836",6.7441,3.8613,"5.7156","2552418"
"Keith Mumphery",1.2244,"WR","HOU",3000,0,"Hou@NE","08:25PM",138,"0.0777",1.6838,0.74,"4.3665","2552420"
"Phillip Dorsett",10.1175,"WR","IND",4400,8.7,"SD@Ind","04:25PM",46,"0.1855",11.7407,5.4582,"6.4858","2552424"
"Rashad Greene",3.0648,"WR","JAX",3000,1.8,"Bal@Jax","01:00PM",110,"0.1353",3.5608,2.34,"6.4867","2552425"
"Ty Montgomery",1.3112,"WR","GB",3000,0,"Det@GB","01:00PM",136,"0.0517",2.2626,0.11,"5.1553","2552429"
"Tyler Lockett",11.6947,"WR","SEA",4200,9.3,"SF@Sea","04:05PM",40,"0.7018",12.7269,8.2406,"6.6999","2552430"
"Tevin Coleman",10.4251,"RB","ATL",4500,15.9,"Atl@NO","08:30PM",30,"0.0889",12.7635,4.628,"4.4572","2552453"
"Devin Funchess",6.4572,"WR","CAR",4100,5.9,"Min@Car","01:00PM",82,"0.1471",6.5809,4.7545,"4.798","2552458"
"Duke Johnson Jr.",11.1174,"RB","CLE",4200,8.8,"Cle@Mia","01:00PM",27,"0.251",12.4724,8.5848,"4.2023","2552461"
"Jaelen Strong",5.489,"WR","HOU",3300,0,"Hou@NE","08:25PM",90,"0.0546",6.6713,2.81,"5.9007","2552463"
"Jalston Fowler",0.1961,"RB","TEN",3000,0,"Oak@Ten","01:00PM",130,"0.0399",0.3305,0,"null","2552464"
"Marcus Mariota",17.0674,"QB","TEN",5900,18.18,"Oak@Ten","01:00PM",17,"0.2069",19.1668,12.96,"6.3601","2552466"
"Maxx Williams",1.6117,"TE","BAL",2500,0,"Bal@Jax","01:00PM",63,"0.0599",2.4531,0.46,"7.7389","2552468"
"Melvin Gordon",13.6417,"RB","SD",5800,20.85,"SD@Ind","04:25PM",15,"0.5168",14.94,9.5066,"2.7364","2552469"
"Sammie Coates",6.0869,"WR","PIT",3800,9.95,"Pit@Phi","04:25PM",86,"0.158",8.3087,3.1569,"7.637","2552470"
"T.J. Yeldon",8.854,"RB","JAX",5600,14.35,"Bal@Jax","01:00PM",40,"0.553",11.1143,4.259,"5.5407","2552471"
"Todd Gurley",15.9899,"RB","LA",7100,6.6,"LA@TB","04:05PM",6,"0.8678",18.391,9.6383,"3.8199","2552475"
"Aaron Ripkowski",0.5396,"RB","GB",3000,0,"Det@GB","01:00PM",114,"0.0283",0.9641,0.02,"4.0111","2552477"
"Blake Bell",1.5391,"TE","SF",2500,0.8,"SF@Sea","04:05PM",65,"0.1758",1.9957,0.75,"3.319","2552478"
"Amari Cooper",16.2138,"WR","OAK",7700,18.4,"Oak@Ten","01:00PM",10,"0.0404",17.9633,13.1778,"4.3366","2552487"
"Dorial Green-Beckham",6.1078,"WR","PHI",3200,3.6,"Pit@Phi","04:25PM",85,"0.028",6.4218,2.1449,"5.9542","2552491"
"C.J. Uzomah",3.5475,"TE","CIN",2500,5.9,"Den@Cin","01:00PM",48,"0.1603",5.1783,0.22,"7.115","2552559"
"Sean Mannion",0.1836,"QB","LA",5000,0,"LA@TB","04:05PM",57,"0.0307",0.2912,0,"3.9297","2552576"
"A.J. Derby",0.8141,"TE","NE",2500,0,"Hou@NE","08:25PM",76,"0.0665",1.3126,0,"5.3342","2552580"
"Jay Ajayi",12.111,"RB","MIA",4000,7.5,"Cle@Mia","01:00PM",22,"0.7891",14.6945,9.11,"5.0309","2552582"
"Tyler Kroft",5.0254,"TE","CIN",2500,3.25,"Den@Cin","01:00PM",38,"0.6077",6.6359,1.9245,"6.1828","2552586"
"Brett Hundley",0.1232,"QB","GB",5000,0,"Det@GB","01:00PM",61,"0.0099",0.2609,0.01,"3.9201","2552588"
"Breshad Perriman",5.785,"WR","BAL",3000,4.85,"Bal@Jax","01:00PM",88,"0.2242",7.749,1.56,"6.4389","2552597"
"Nelson Agholor",7.8408,"WR","PHI",3500,11.95,"Pit@Phi","04:25PM",70,"0.0536",8.6455,5.8696,"5.5416","2552600"
"Stefon Diggs",13.9212,"WR","MIN",5100,28.2,"Min@Car","01:00PM",25,"0.2449",14.8325,10.4244,"5.2254","2552608"
"Javorius Allen",1.3846,"RB","BAL",3000,0,"Bal@Jax","01:00PM",100,"0.1491",2.6531,0,"8.9187","2552631"
"Jesse James",8.6492,"TE","PIT",3500,10,"Pit@Phi","04:25PM",20,"0.6403",9.2129,6.0756,"4.8121","2552633"
"Matt Jones",9.8126,"RB","WAS",4100,8.9,"Was@NYG","01:00PM",33,"0.0796",10.455,8.48,"4.1386","2552635"
"Michael Burton",0.1776,"RB","DET",3000,0,"Det@GB","01:00PM",131,"0.0431",0.2976,0,"null","2552636"
"Marcus Murphy",0.1341,"RB","NO",3000,0,"Atl@NO","08:30PM",133,"0.0722",0.214,0,"null","2552647"
"Chris Conley",6.8518,"WR","KC",3100,5.9,"NYJ@KC","04:25PM",78,"0.1433",8.6466,5.0663,"6.543","2552652"
"J.J. Nelson",2.9958,"WR","ARI",3000,2.1,"Ari@Buf","01:00PM",111,"0.1661",3.6797,1.9,"6.6113","2552656"
"Randall Telfer",0.6267,"TE","CLE",2500,0,"Cle@Mia","01:00PM",82,"0.0247",1.1852,0,"4.5406","2552660"
"Kevin White",8.8381,"WR","CHI",4000,7.45,"Chi@Dal","08:30PM",58,"0.2735",11.0103,4.05,"6.554","2553432"
"Mike Davis",1.3151,"RB","SF",3000,1.05,"SF@Sea","04:05PM",101,"0.1638",2.4506,0.28,"2.7364","2553439"
"Malcolm Johnson",0.4,"RB","CLE",3000,1.45,"Cle@Mia","01:00PM",119,"0.0404",0.4,0.4,"null","2553446"
"Neal Sterling",0.1354,"TE","JAX",2500,0,"Bal@Jax","01:00PM",178,"0.0273",0.2335,0,"3.6742","2553451"
"Geoff Swaim",3.6409,"TE","DAL",2500,4,"Chi@Dal","08:30PM",46,"0.0723",6.0748,0.98,"8.1986","2553454"
"Trevor Siemian",8.8024,"QB","DEN",5100,11.73,"Den@Cin","01:00PM",34,"2.8811",11.5218,0.16,"6.7486","2553457"
"Quan Bray",2.1452,"WR","IND",3000,0.85,"SD@Ind","04:25PM",123,"0.1539",2.6765,1.41,"6.3335","2553467"
"Khari Lee",0.36,"TE","DET",2500,0,"Det@GB","01:00PM",93,"0.0131",0.36,0.36,"null","2553552"
"Cameron Meredith",0,"WR","CHI",3000,0,"Chi@Dal","08:30PM",182,"0",0,0,"null","2553568"
"Jordan Taylor",0.1153,"WR","DEN",3000,1.5,"Den@Cin","01:00PM",179,"0.0233",0.2648,-0.02,"3.7004","2553606"
"Lucky Whitehead",0.8786,"WR","DAL",3000,0,"Chi@Dal","08:30PM",148,"0.046",1.0806,0.63,"3.7023","2553621"
"Zach Zenner",2.4053,"RB","DET",3000,0,"Det@GB","01:00PM",89,"0.3429",2.7946,1.7138,"5.732","2553631"
"Corey Grant",0.3405,"RB","JAX",3000,4.25,"Bal@Jax","01:00PM",121,"0.0198",0.7131,0,"null","2553650"
"Bradley Marquez",1.1015,"WR","LA",3000,0,"LA@TB","04:05PM",140,"0.0626",1.48,0.78,"4.031","2553725"
"Thomas Rawls",11.1445,"RB","SEA",5500,6.3,"SF@Sea","04:05PM",26,"0.0437",13.1462,8.72,"null","2553733"
"Eli Rogers",8.0355,"WR","PIT",3900,9.9,"Pit@Phi","04:25PM",65,"0.0693",10.5555,4.5486,"7.3789","2553737"
"Rod Smith",0.0451,"RB","DAL",3000,0,"Chi@Dal","08:30PM",135,"0.0383",0.0778,0,"null","2553743"
"Terron Ward",0.677,"RB","ATL",3000,0,"Atl@NO","08:30PM",112,"0.114",1.1676,0,"null","2553762"
"Will Tye",6.9278,"TE","NYG",2600,3.8,"Was@NYG","01:00PM",25,"0.3905",8.7244,5.43,"6.297","2553830"
"Adam Humphries",4.0155,"WR","TB",3000,9.9,"LA@TB","04:05PM",101,"0.1335",6.0429,0.98,"7.3435","2553895"
"Tyrell Williams",9.2939,"WR","SD",4300,12.1,"SD@Ind","04:25PM",55,"0.1134",12.5588,4.0878,"7.2944","2553913"
"Chris Moore",1.4973,"WR","BAL",3000,2.1,"Bal@Jax","01:00PM",133,"0.0432",2.3879,0.17,"3.3129","2555209"
"Laquon Treadwell",3.1175,"WR","MIN",3100,0,"Min@Car","01:00PM",108,"0.028",4.5911,1.58,"7.4678","2555214"
"Leonte Carroo",4.1769,"WR","MIA",3000,1.7,"Cle@Mia","01:00PM",100,"0.2228",5.9007,2.62,"7.9816","2555215"
"Malcolm Mitchell",2.5201,"WR","NE",3000,3.9,"Hou@NE","08:25PM",117,"0.0139",3.3057,1.28,"7.1025","2555216"
"Daniel Lasco",0.5139,"RB","NO",3000,0,"Atl@NO","08:30PM",115,"0.0222",0.9786,0,"null","2555219"
"Devontae Booker",5.2124,"RB","DEN",3000,2.95,"Den@Cin","01:00PM",64,"0.063",6.5486,2.406,"4.3298","2555223"
"Ezekiel Elliott",14.8142,"RB","DAL",6900,13.95,"Chi@Dal","08:30PM",8,"0.6556",15.5932,13.6,"3.5012","2555224"
"Jonathan Williams",0.4745,"RB","BUF",3000,0,"Ari@Buf","01:00PM",117,"0.0423",0.5077,0.41,"null","2555227"
"Kenneth Dixon",0,"RB","BAL",3000,0,"Bal@Jax","01:00PM",138,"0",0,0,"null","2555229"
"Kenyan Drake",6.5502,"RB","MIA",3600,4.9,"Cle@Mia","01:00PM",51,"0.0865",8.8966,0.02,"4.3935","2555230"
"Tyler Ervin",2.5321,"RB","HOU",3000,0.9,"Hou@NE","08:25PM",86,"0.0613",3.2827,1.52,"5.2221","2555234"
